open,high,low,close,volume
91.5047,92.8366,90.3598,91.5982,65634
91.789,92.236,91.735,91.9855,17102
92.6994,93.5105,91.9912,92.7509,20029
94.2878,94.5778,94.4611,94.5194,90036
94.3135,94.8125,93.7814,94.297,22813
93.6196,93.8522,93.3391,93.5956,61978
92.8453,93.6574,91.8875,92.7724,65739
92.5125,92.4799,91.5699,92.0249,3053
91.9266,92.2831,91.6431,91.9631,20898
92.5642,92.4643,92.1078,92.2861,99613
92.6144,92.8812,92.2201,92.5506,31617
93.2587,93.4257,93.2252,93.3255,81727
93.3135,93.3859,93.308,93.3469,22384
94.6964,94.9879,94.4383,94.7131,71657
94.5512,95.2263,93.7174,94.4719,99067
96.7718,97.6103,96.492,97.0511,88642
97.2387,98.3777,96.9584,97.6681,98029
97.0307,96.9526,96.7287,96.8406,88414
96.0714,96.1817,95.4449,95.8133,49373
96.5005,96.5946,95.9757,96.2851,57791
96.1243,96.3942,95.765,96.0796,76342
96.998,98.2323,95.3182,96.7752,10519
97.451,97.8814,96.6043,97.2429,82977
97.4114,97.7234,96.6402,97.1818,35016
96.1201,96.4854,96.2518,96.3686,92561
94.606,95.9768,93.86,94.9184,30897
94.3939,94.9221,94.0859,94.504,83437
95.3178,95.4557,95.1899,95.3228,84997
95.4671,96.0751,94.9978,95.5364,91262
93.8246,94.3648,94.3469,94.3558,63584
95.0169,94.696,94.3614,94.5287,7384
94.8243,95.1852,94.6196,94.9024,49898
94.1218,94.2093,93.9368,94.0731,37441
94.5789,94.7423,93.7119,94.2271,38917
93.628,94.9371,93.6456,94.2914,85433
93.08,93.3766,93.0696,93.2231,7608
93.4573,93.7118,93.4201,93.5659,18778
94.005,94.207,93.9929,94.1,19089
95.079,95.3731,94.884,95.1285,43132
96.5579,96.1681,96.1129,96.1405,85341
95.0172,94.8259,94.8253,94.8256,9791
94.2158,94.5441,93.3475,93.9458,97771
94.4524,95.1971,93.681,94.4391,86424
94.5352,95.6875,94.18,94.9337,85219
94.8368,95.4372,95.4272,95.4322,86935
98.6637,99.4628,98.7741,99.1185,51648
99.8018,99.8497,99.5387,99.6942,40474
100.8459,101.0376,100.635,100.8363,45077
101.7442,102.1431,101.4736,101.8084,7771
102.3684,102.5378,102.4256,102.4817,57858
102.7855,103.1255,101.2122,102.1689,30278
102.7003,103.437,102.472,102.9545,17238
102.4535,102.6174,101.7209,102.1692,26010
101.938,103.3076,100.5672,101.9374,3658
101.4343,102.0466,100.8591,101.4528,12891
101.9045,101.8067,101.2854,101.546,36091
104.3625,104.5647,103.2486,103.9066,36663
101.9035,102.0761,101.8775,101.9768,68067
102.9331,103.7176,101.6561,102.6868,77894
101.1514,101.2563,100.8259,101.0411,96942
100.5766,101.2117,99.937,100.5743,82041
101.7419,102.142,101.2172,101.6796,32623
101.5451,102.0865,101.4238,101.7551,34549
100.5762,100.712,100.6253,100.6686,69087
99.7845,100.225,99.6922,99.9586,29062
100.9201,101.0576,100.2383,100.6479,77051
99.8944,100.4006,99.4452,99.9229,46381
99.7593,100.7479,99.5504,100.1492,99860
99.9874,100.6517,99.7579,100.2048,9704
98.6063,100.1139,99.0099,99.5619,12410
101.5555,102.4515,100.9613,101.7064,72974
102.3729,102.4345,102.2881,102.3613,23902
100.2576,100.8794,99.7179,100.2986,6786
101.0926,100.5881,100.4032,100.4956,37919
100.0128,100.5935,99.0878,99.8406,79735
100.8619,101.1217,100.2817,100.7017,72629
99.4211,100.7565,99.0708,99.9137,49353
99.6998,100.1322,99.4859,99.809,29691
100.1766,100.5623,100.0838,100.323,32902
100.963,101.4594,100.9438,101.2016,24118
99.7571,100.808,99.1861,99.997,6016
99.1319,99.9324,99.4126,99.6725,40277
98.8294,99.8753,98.5429,99.2091,22327
98.8293,98.8866,98.2552,98.5709,92364
100.2779,100.7205,99.9214,100.3209,42684
100.5842,100.7403,100.7342,100.7373,84226
99.4755,99.7562,99.1981,99.4772,88158
100.7518,100.8974,99.903,100.4002,15202
102.5421,102.8049,102.2768,102.5409,83146
103.7778,103.994,103.2256,103.6098,98303
101.7868,102.0705,102.0214,102.0459,54949
101.3735,102.2379,100.8862,101.562,75035
102.9681,103.2018,102.5159,102.8589,61353
102.7212,102.2724,102.0101,102.1413,56864
103.0449,102.8226,102.3869,102.6048,92629
103.5907,103.4263,103.3934,103.4099,33054
102.5082,102.4818,102.4415,102.4617,43804
102.8414,102.8584,101.9635,102.4109,71744
99.338,99.3973,98.8062,99.1018,73978
97.4215,98.1747,98.0183,98.0965,44628
97.5491,98.2404,97.4767,97.8585,87668
96.7453,96.8476,96.4469,96.6472,73581
97.708,98.4479,98.0213,98.2346,50015
96.5788,96.9019,96.7772,96.8395,8624
96.2206,96.4972,96.349,96.4231,84699
96.4846,96.8114,96.3061,96.5588,79720
97.8756,98.1436,97.7766,97.9601,57215
96.4796,96.7585,96.3681,96.5633,83505
97.9381,98.6806,96.7118,97.6962,79085
97.6382,98.1858,97.2461,97.7159,63639
96.655,97.1469,96.3863,96.7666,64891
96.83,97.5089,96.938,97.2235,32973
97.7261,97.4859,97.3675,97.4267,23091
96.6566,97.0475,96.6559,96.8517,22826
96.6129,96.9977,96.8603,96.929,13982
96.6269,97.16,95.9704,96.5652,7420
96.462,96.8573,96.5117,96.6845,45770
97.1807,97.3654,97.3033,97.3343,5031
98.9645,99.4089,98.3667,98.8878,61068
97.578,97.7903,97.557,97.6736,40128
100.4587,99.8275,99.7061,99.7668,84767
97.8073,97.9863,97.6722,97.8292,93349
97.8716,97.7373,97.6437,97.6905,38607
97.7026,98.2797,98.2704,98.275,73887
98.3065,98.8544,98.2677,98.561,83162
97.6377,98.3327,97.5815,97.9571,3100
97.4831,98.2623,97.2638,97.7631,75977
97.4121,97.9868,96.5949,97.2909,2737
97.0277,97.167,96.2873,96.7272,97817
97.6595,97.6458,97.4715,97.5587,11110
97.8501,97.9683,97.8652,97.9167,65259
97.064,97.3837,97.1124,97.248,18776
98.4604,99.3104,96.9547,98.1326,9439
99.0557,99.2313,97.6567,98.444,90563
99.2942,99.7973,98.7108,99.254,27507
100.1704,100.1118,99.666,99.8889,54168
99.1729,100.0245,98.1171,99.0708,78836
98.749,99.0144,98.0371,98.5257,53584
98.925,100.2157,98.328,99.2719,29960
99.7414,100.3703,99.4051,99.8877,54678
99.9953,99.9962,99.7575,99.8768,41552
100.3678,100.6409,99.3671,100.004,29560
101.0431,101.2991,101.2844,101.2917,52233
100.0884,100.8957,100.5095,100.7026,10539
101.1123,101.341,101.1863,101.2636,80398
101.3753,101.426,100.7121,101.069,54888
100.3799,100.9086,100.8096,100.8591,98759
101.6174,102.2386,101.7162,101.9774,12815
102.8775,103.1128,102.5459,102.8294,2854
103.6401,104.0816,103.2707,103.6762,44904
105.2273,105.3669,104.7131,105.04,23434
104.6853,105.5303,104.6149,105.0726,38845
105.6965,106.411,105.1883,105.7996,39108
105.8602,106.3163,104.6476,105.4819,67141
105.4557,106.4009,105.268,105.8344,46666
106.1756,106.7375,104.6771,105.7073,79907
105.4815,105.9464,105.6944,105.8204,15976
106.732,106.7603,106.1612,106.4608,50283
105.4822,106.1188,105.0818,105.6003,79216
107.4501,107.9582,107.6827,107.8204,57223
106.5874,106.8377,106.6554,106.7465,95788
105.6335,106.1182,104.804,105.4611,7157
106.6908,106.7623,106.6237,106.693,56730
107.9092,107.7974,107.2993,107.5483,97729
108.6965,108.4884,107.9722,108.2303,31870
108.5346,109.4539,108.3885,108.9212,82581
108.5083,109.3061,108.5313,108.9187,89533
107.5298,108.2187,107.6861,107.9524,30016
107.7535,108.9927,107.0972,108.045,45227
107.6797,107.3993,107.249,107.3242,97799
108.5636,108.4814,108.2814,108.3814,88112
108.0559,108.2664,108.1994,108.2329,87209
107.3467,107.7611,106.9394,107.3502,96800
107.4668,107.8277,106.2042,107.016,99278
108.0837,107.7324,107.2047,107.4686,3676
106.9567,107.4371,106.3099,106.8735,2215
105.1598,106.2308,105.7801,106.0054,19861
106.3692,107.2752,105.2735,106.2744,16860
106.8441,106.871,106.2197,106.5453,68800
106.0873,106.4999,105.5318,106.0159,32740
105.7571,105.8358,105.2184,105.5271,1969
105.8958,106.1192,105.4458,105.7825,40396
103.8751,104.7052,103.8174,104.2613,1600
102.5309,103.5035,102.105,102.8043,38223
101.9776,102.4665,101.6854,102.076,23325
102.1939,101.976,101.7606,101.8683,76060
101.9604,102.2657,102.1246,102.1952,3716
103.855,104.4756,102.9507,103.7131,13708
104.7083,104.6799,104.5461,104.613,97836
104.9532,104.8864,104.026,104.4562,18165
104.4337,104.7939,104.0996,104.4468,62152
102.8657,104.6965,102.1237,103.4101,2434
103.6019,103.6512,103.1514,103.4013,15852
103.7745,104.1087,102.1176,103.1131,38106
103.6773,103.6368,103.2756,103.4562,15965
102.3683,102.672,102.5495,102.6107,26592
102.8191,103.1976,103.1102,103.1539,60563
104.4459,105.1107,104.3799,104.7453,69238
105.2708,104.7645,104.5192,104.6419,93928
104.9695,105.6939,104.4514,105.0727,21375
105.598,106.2808,105.3359,105.8083,9651
105.3443,105.7173,105.0715,105.3944,57684
105.5407,106.149,105.1333,105.6411,82725
106.1619,105.9341,105.3959,105.665,83451
105.4568,106.4635,105.094,105.7788,2977
105.3435,105.8541,104.0892,104.9717,78005
105.0464,105.395,104.6208,105.0079,47828
105.9235,105.6532,105.4295,105.5413,53916
107.5919,107.2487,106.9181,107.0834,99594
108.1489,108.404,107.8387,108.1214,72613
110.3558,110.5319,110.3885,110.4602,58020
109.6454,109.9113,109.336,109.6237,53727
110.5594,111.0712,110.1106,110.5909,54801
110.2539,111.2005,110.409,110.8047,44435
113.7696,113.3281,113.1563,113.2422,73150
112.421,112.4115,112.2649,112.3382,65353
111.0174,112.5806,110.2315,111.4061,64811
110.0625,111.2244,110.2745,110.7495,9446
107.6513,108.8693,107.9474,108.4083,85557
108.0985,107.8992,107.7992,107.8492,50202
106.8425,107.2089,106.8737,107.0413,1799
107.0667,107.2806,107.1453,107.213,58443
107.7477,108.2049,106.9754,107.5901,10939
109.4497,109.8254,109.4135,109.6194,93623
110.8537,111.578,109.7665,110.6722,40410
110.0763,110.3344,109.7553,110.0448,65402
109.0397,110.3128,107.8216,109.0672,17620
109.0974,110.223,109.0063,109.6146,50623
107.9124,108.7232,107.6336,108.1784,63861
110.3696,110.3501,109.9908,110.1705,97553
111.2528,111.8395,111.1223,111.4809,8181
111.3703,111.3987,110.5393,110.969,42098
109.8469,109.3142,108.8439,109.079,48178
110.7845,111.316,109.8175,110.5667,61206
110.9458,110.587,110.3153,110.4512,45055
112.0712,112.7642,110.8945,111.8294,21885
109.8811,110.0892,110.0259,110.0575,19096
109.4746,109.4482,109.3696,109.4089,26526
110.0865,110.0247,108.8264,109.4255,24094
109.3159,109.4951,109.4807,109.4879,4796
108.6662,109.2169,108.7953,109.0061,87344
109.3227,110.2185,109.1734,109.6959,96906
108.4649,108.5962,108.4754,108.5358,55571
108.0658,108.7671,108.0171,108.3921,84619
109.0784,109.1108,107.9558,108.5333,76864
109.1733,109.1993,109.0057,109.1025,5110
110.2102,109.8913,109.8883,109.8898,86292
108.5676,108.7539,108.576,108.6649,49445
106.6427,107.5441,106.4734,107.0087,43843
107.9609,108.6505,108.1228,108.3867,31897
108.4614,108.7595,108.7559,108.7577,11508
108.0671,108.0519,107.8572,107.9545,59472
109.8109,110.2761,109.0037,109.6399,31366
109.9763,109.8864,109.669,109.7777,52538
110.5871,111.5107,110.6558,111.0832,9583
111.1692,111.1741,111.1647,111.1694,64628
113.1221,113.9995,112.9432,113.4714,1168
115.6136,115.6733,115.2758,115.4745,94200
115.3642,115.2053,115.1919,115.1986,66055
115.9203,116.336,116.3227,116.3294,54117
117.4318,117.569,116.6145,117.0918,86128
119.5389,118.9595,118.4526,118.706,63058
117.8669,117.5926,117.5524,117.5725,25556
118.333,118.6418,118.1398,118.3908,52879
119.5421,120.209,119.1025,119.6557,86429
117.4895,118.1884,116.9382,117.5633,24933
115.9188,116.3952,115.9727,116.184,17159
113.9125,114.3402,113.3125,113.8263,21861
113.1433,113.6888,113.3733,113.531,94538
113.7087,114.381,114.3331,114.357,14556
116.163,116.212,115.961,116.0865,71256
116.1915,116.2738,116.0944,116.1841,84633
117.8856,118.8463,117.3296,118.088,36280
116.0218,116.6447,116.2954,116.47,28837
114.5973,115.306,113.6895,114.4977,54741
114.1056,114.7753,114.1159,114.4456,80370
114.8487,115.0557,114.7374,114.8966,40446
115.4787,115.1413,114.5997,114.8705,34049
112.7269,112.5506,112.4636,112.5071,38694
111.9564,112.7097,112.1265,112.4181,83349
110.5385,111.2063,110.7195,110.9629,11820
111.7679,111.8157,111.6184,111.7171,63297
111.6751,112.5246,111.751,112.1378,17005
110.4279,111.6205,110.5696,111.095,95460
110.7118,110.7054,110.3651,110.5353,87578
109.4808,109.4884,109.2627,109.3755,88082
109.4657,109.5457,109.0901,109.3179,49609
110.4601,110.7696,109.9764,110.373,53364
109.2746,109.7539,108.8382,109.296,63974
109.6396,110.4511,109.2647,109.8579,71168
109.4555,109.7808,108.7919,109.2863,45944
108.9284,108.6762,108.1853,108.4308,61776
108.1627,108.5915,108.0596,108.3255,85583
106.8866,108.5311,105.8987,107.2149,42895
106.2689,106.847,106.4171,106.6321,11534
105.0914,106.2042,104.5266,105.3654,68224
107.5114,108.0794,106.8128,107.4461,88855
106.8047,107.9895,106.9999,107.4947,1816
106.894,107.0966,106.41,106.7533,99110
107.1991,107.4153,106.5696,106.9924,46935
106.3064,107.0169,106.749,106.8829,34445
106.3441,107.0118,106.303,106.6574,11446
107.3488,107.7328,106.9135,107.3232,96339
108.1003,108.7261,107.5676,108.1469,14815
107.7517,108.1959,106.9721,107.584,94095
106.9299,107.4499,106.5006,106.9752,77042
107.0965,106.9537,106.4297,106.6917,3446
104.146,104.2928,104.2,104.2464,84808
102.3745,102.9258,102.4288,102.6773,2720
103.7589,104.5676,103.6145,104.091,27479
106.0472,105.9952,105.6322,105.8137,66759
105.5702,106.1476,104.974,105.5608,79488
106.3818,106.6769,105.683,106.1799,59656
106.717,107.0975,105.9446,106.5211,35076
109.146,110.7617,108.861,109.8114,47265
110.6719,111.2484,110.8551,111.0518,33967
110.5812,111.474,110.3676,110.9208,54258
109.603,109.9949,109.7491,109.872,49625
107.9816,108.7868,107.4491,108.118,6074
108.6735,108.6548,108.0427,108.3488,49130
107.9267,107.8247,107.2554,107.5401,21377
105.9282,106.0572,105.9855,106.0214,89992
105.267,105.4676,105.2253,105.3465,54085
103.9971,104.6987,103.7365,104.2176,40701
106.0147,106.4792,105.4935,105.9863,51749
106.9963,107.3182,106.5445,106.9314,66081
107.1922,107.4376,106.4295,106.9335,9471
108.7867,108.5693,108.4843,108.5268,41358
107.8714,109.1655,108.0776,108.6216,4019
107.6476,108.039,107.3548,107.6969,19748
109.8021,109.7009,108.9952,109.348,29975
109.8037,110.0786,109.818,109.9483,77524
109.1907,109.5625,108.0751,108.8188,38594
108.5227,108.6662,108.579,108.6226,4249
107.7388,108.306,107.0587,107.6823,62929
105.8418,106.2718,106.1363,106.2041,30108
106.8448,107.969,106.4277,107.1983,96892
109.4937,109.9229,108.5889,109.2559,22541
108.0238,108.1277,107.3499,107.7388,45661
108.3647,108.3935,108.3188,108.3561,91594
107.2655,107.6732,107.6507,107.6619,20423
107.1623,107.5302,106.7664,107.1483,87330
106.926,106.7201,106.3284,106.5242,59851
106.1667,106.5558,104.6733,105.6145,28744
105.5759,105.9223,105.4303,105.6763,66552
104.2869,105.3743,104.2432,104.8088,8083
105.3677,105.5838,104.6217,105.1027,38843
104.9735,105.0605,105.0603,105.0604,30118
105.1164,104.8675,104.7723,104.8199,46334
103.9667,104.5851,103.173,103.8791,77441
103.0166,103.3731,103.2076,103.2903,46661
104.0991,104.564,103.5978,104.0809,66455
105.0233,105.1768,104.0485,104.6127,96918
103.5541,104.2367,102.9642,103.6005,56324
103.3918,104.4938,102.9337,103.7137,59377
104.0054,105.5621,103.4447,104.5034,43771
102.5312,102.9749,102.5636,102.7693,93119
103.2108,103.4108,103.2651,103.338,65289
102.9161,103.6096,101.7175,102.6635,46156
102.9124,103.2907,103.2285,103.2596,7230
102.9595,102.596,102.3676,102.4818,33649
100.2386,100.6855,100.5993,100.6424,42429
99.707,99.296,98.7329,99.0144,65127
99.5848,99.5452,98.5987,99.072,37045
99.3812,99.9044,98.7739,99.3392,68160
97.9641,98.4662,98.4354,98.4508,73785
99.0728,99.8597,98.3189,99.0893,26811
97.3397,97.7161,97.1896,97.4528,83038
97.0258,97.6156,97.1808,97.3982,60227
96.3124,96.6362,95.8206,96.2284,41071
95.3745,96.4223,94.7993,95.6108,41708
95.4605,96.2724,95.0589,95.6657,76732
94.7941,95.4008,94.3034,94.8521,59131
94.3339,95.0828,93.9109,94.4968,69011
96.0523,96.3667,94.5477,95.4572,36535
94.7635,95.8503,93.9818,94.9161,64801
95.8454,96.4157,95.0218,95.7188,43387
94.6883,94.739,94.5549,94.647,50394
95.2586,95.1924,95.1234,95.1579,38848
96.6634,97.9445,95.1339,96.5392,45998
94.4117,94.2964,94.0291,94.1627,55616
93.4964,93.646,93.1976,93.4218,33355
94.0336,94.1474,93.7931,93.9702,87642
93.8053,94.2406,93.3371,93.7888,29489
94.1072,94.34,93.9525,94.1463,47503
93.3311,93.9433,93.2308,93.5871,9207
93.6604,94.0221,93.3328,93.6775,38379
93.6087,94.2462,92.8358,93.541,56561
94.7569,95.2916,93.9938,94.6427,7703
94.9443,95.624,94.1619,94.893,20166
95.1563,95.7276,94.718,95.2228,57011
94.8239,95.5974,94.0828,94.8401,7163
94.2304,94.5242,94.2502,94.3872,51975
94.0766,94.1213,93.8554,93.9883,71459
94.3059,94.4198,94.3171,94.3685,41970
94.0315,94.6624,93.2988,93.9806,88059
94.5454,94.4816,94.0431,94.2624,75006
96.0233,96.5339,95.9223,96.2281,13620
97.2498,97.0948,97.0572,97.076,88586
96.7789,96.8452,96.6932,96.7692,6520
98.5352,99.0913,96.7913,97.9413,89841
97.4881,98.2721,96.8307,97.5514,61135
95.7723,96.2175,94.9284,95.573,55221
94.6234,94.9473,94.2908,94.6191,84026
92.4716,93.0981,92.6186,92.8584,74759
92.3967,93.3559,91.7266,92.5413,80863
92.8121,93.4916,91.6435,92.5676,61469
94.0065,94.3895,93.8678,94.1287,26312
93.8167,95.05,93.8416,94.4458,65106
94.2394,94.4544,94.0423,94.2483,61376
94.728,95.596,94.4829,95.0394,37376
92.9842,93.164,92.731,92.9475,79733
93.6094,93.269,93.0826,93.1758,46100
94.1201,94.143,93.6637,93.9034,91027
92.9508,92.7186,92.33,92.5243,36445
93.4342,93.7261,93.4575,93.5918,66829
93.8776,94.4623,93.3737,93.918,51723
93.2443,94.938,92.1367,93.5373,97599
93.9454,94.3822,93.895,94.1386,61392
96.0179,97.3944,95.1768,96.2856,94051
96.0922,96.8914,96.0493,96.4703,13454
97.1158,97.3531,96.0858,96.7194,83188
95.6805,96.6979,95.8717,96.2848,49321
95.8686,95.637,95.3154,95.4762,89993
96.6384,96.4779,96.0791,96.2785,26723
95.607,95.6489,95.2789,95.4639,38945
95.2223,95.6814,95.4021,95.5418,67415
94.6436,95.2804,94.9095,95.095,50210
95.4027,95.6006,95.5194,95.56,44457
96.0682,96.306,95.4707,95.8884,50368
96.8937,97.0609,96.7248,96.8928,39468
96.1065,96.6584,96.1583,96.4083,8649
96.489,96.4076,95.908,96.1578,46572
95.7075,95.6685,94.784,95.2263,7384
94.7482,94.9568,94.6686,94.8127,22340
95.2111,95.3593,95.0005,95.1799,50885
95.4758,96.5043,95.3155,95.9099,23334
94.9169,95.3676,94.7026,95.0351,72107
96.0178,96.2989,95.4431,95.871,40842
97.2837,97.7732,96.5873,97.1803,11694
97.4431,97.6832,97.5003,97.5918,96193
99.3513,100.36,98.5062,99.4331,79367
98.5413,98.9047,98.4426,98.6737,99282
97.374,97.51,97.4008,97.4554,81736
95.8532,96.299,95.1643,95.7317,52573
96.5998,97.5094,96.8375,97.1734,25949
97.7972,97.9207,97.7173,97.819,40872
97.8771,98.3355,97.2133,97.7744,82884
97.8901,98.7495,97.3664,98.0579,56935
96.8247,97.3042,96.624,96.9641,17495
99.2111,99.4362,99.2544,99.3453,77268
99.3406,99.6308,99.3364,99.4836,97404
99.6042,99.7892,99.4156,99.6024,22677
100.3741,100.4665,100.2039,100.3352,12460
100.1925,101.4686,100.1872,100.8279,90501
